id_budget,chapitre,article,paragraphe,ligne,libelle,code_eco,niveau_hierarchique,libelle_court
796,5211.0,30.0,30.0,10.0,Redevances sur les saillies situées sur le domaine public communal,,ligne,Redevances sur les saillies situées sur le domaine
797,5212.0,30.0,30.0,10.0,Redevance d'occupation temporaire du domaine public communal pour usage lié à la construction,,ligne,Redevance d'occupation temporaire du domaine publi
798,30.0,10.0,10.0,23.0,Produit de location d'immeubles à usage d'habitation,,ligne,Produit de location d'immeubles à usage d'habitati
799,30.0,10.0,10.0,24.0,.Produit de l'exploitation de bâtiments,,ligne,.Produit de l'exploitation de bâtiments
800,30.0,10.0,10.0,25.0,.Autres produits des biens immobiliers,,ligne,.Autres produits des biens immobiliers
801,30.0,20.0,20.0,,Protection de l'environnement,,article,Protection de l'environnement
802,30.0,20.0,20.0,10.0,Recettes Fiscales,,ligne,Recettes Fiscales
803,30.0,20.0,20.0,11.0,.Taxe sur la dégradation des chaussées,,ligne,.Taxe sur la dégradation des chaussées
804,30.0,20.0,20.0,20.0,Recettes Patrimoniales,,ligne,Recettes Patrimoniales
805,30.0,20.0,20.0,21.0,Concession du service des pompes funèbres,,ligne,Concession du service des pompes funèbres
806,30.0,20.0,20.0,22.0,Concession du service de l'exploitation de l'usine de traitement des ordures ménagères,,ligne,Concession du service de l'exploitation de l'usine
807,30.0,20.0,20.0,23.0,Concession du service de la décharge contrôlée,,ligne,Concession du service de la décharge contrôlée
808,30.0,20.0,20.0,30.0,Recettes des services rémunérés,,ligne,Recettes des services rémunérés
809,30.0,20.0,20.0,31.0,Produit de cimetière et inhumation,,ligne,Produit de cimetière et inhumation
810,4710.0,30.0,30.0,20.0,"Taxe d'enlèvement des déchets des jardins, industriels et matériaux ou déblais abandonnés sur la voie publique",,ligne,"Taxe d'enlèvement des déchets des jardins, industr"
811,30.0,20.0,20.0,33.0,Redevances gestion déchets ménagers et assimilés,,ligne,Redevances gestion déchets ménagers et assimilés
812,30.0,20.0,20.0,34.0,Redevances gestion déchets non dangereux,,ligne,Redevances gestion déchets non dangereux
813,30.0,20.0,20.0,35.0,Produits des pompes funèbres,,ligne,Produits des pompes funèbres
814,40.0,,,,DOMAINE DES AFFAIRES ECONOMIQUES,,chapitre,DOMAINE DES AFFAIRES ECONOMIQUES
815,40.0,10.0,10.0,,Commerce et industrie,,article,Commerce et industrie
816,40.0,10.0,10.0,10.0,Recettes Fiscales,,ligne,Recettes Fiscales
817,40.0,10.0,10.0,11.0,Taxe sur les débits de boissons,,ligne,Taxe sur les débits de boissons
818,40.0,10.0,10.0,12.0,Taxe sur les fermetures tardives et ouvertures matinales,,ligne,Taxe sur les fermetures tardives et ouvertures mat
819,40.0,10.0,10.0,13.0,Taxe sur les colporteurs vendant sur la voie publique,,ligne,Taxe sur les colporteurs vendant sur la voie publi
820,40.0,10.0,10.0,14.0,Taxe sur les eaux minérales et de table,,ligne,Taxe sur les eaux minérales et de table
821,40.0,10.0,10.0,15.0,Taxe sur l'extraction des produits de carrières,,ligne,Taxe sur l'extraction des produits de carrières
822,40.0,10.0,10.0,16.0,Impôt des patentes,,ligne,Impôt des patentes
823,40.0,10.0,10.0,17.0,Patente des marchés ruraux,,ligne,Patente des marchés ruraux
824,40.0,10.0,10.0,18.0,Taxe principale d'abattage,,ligne,Taxe principale d'abattage
825,40.0,10.0,10.0,19.0,Taxe de sacrification,,ligne,Taxe de sacrification
826,40.0,10.0,10.0,23.0,.Surtaxe d'estampillage des tapis,,ligne,.Surtaxe d'estampillage des tapis
827,40.0,10.0,10.0,24.0,Produits du casino,,ligne,Produits du casino
828,40.0,10.0,10.0,25.0,Taxe Professionnelle,,ligne,Taxe Professionnelle
829,40.0,10.0,10.0,30.0,Recettes Patrimoniales,,ligne,Recettes Patrimoniales
830,40.0,10.0,10.0,31.0,Droits perçus sur les marchés et lieux de vente publics,,ligne,Droits perçus sur les marchés et lieux de vente pu
831,40.0,10.0,10.0,32.0,Droits perçus aux marchés aux bestiaux,,ligne,Droits perçus aux marchés aux bestiaux
832,40.0,10.0,10.0,33.0,Droits de stationnement et d'entrée aux souks hebdomadaires,,ligne,Droits de stationnement et d'entrée aux souks hebd
833,40.0,10.0,10.0,34.0,Droits perçus sur d'autres lieux de vente publiques,,ligne,Droits perçus sur d'autres lieux de vente publique
834,40.0,10.0,10.0,35.0,Produit de location et d'exploitation des biens relevant de la C.L,,ligne,Produit de location et d'exploitation des biens re
835,40.0,10.0,10.0,36.0,Produit de location des locaux à usage commercial ou professionnel,,ligne,Produit de location des locaux à usage commercial 
836,40.0,10.0,10.0,37.0,Produit d'affermage des souks communaux,,ligne,Produit d'affermage des souks communaux
837,40.0,10.0,10.0,38.0,Produit des bains douches,,ligne,Produit des bains douches
838,40.0,10.0,10.0,39.0,Produit de l'exploitation de terrains,,ligne,Produit de l'exploitation de terrains
839,40.0,10.0,10.0,40.0,Produit du domaine forestier relevant du territoire communal,,ligne,Produit du domaine forestier relevant du territoir
840,40.0,10.0,10.0,41.0,Produit de location d'autres biens,,ligne,Produit de location d'autres biens
841,40.0,10.0,10.0,42.0,Concession des services communaux,,ligne,Concession des services communaux
842,40.0,10.0,10.0,43.0,Concession pour distribution d'eau,,ligne,Concession pour distribution d'eau
843,40.0,10.0,10.0,44.0,Concession pour distribution d'énergie,,ligne,Concession pour distribution d'énergie
844,40.0,10.0,10.0,45.0,Concession d'exploitation des buvettes municipales,,ligne,Concession d'exploitation des buvettes municipales
845,40.0,10.0,10.0,46.0,.Produits des autres concessions,,ligne,.Produits des autres concessions
846,5213.0,40.0,40.0,10.0,"Redevance d'occupation temporaire du domaine public communal pour un usage commercial, industriel ou professionnel",,ligne,Redevance d'occupation temporaire du domaine publi
847,40.0,10.0,10.0,48.0,"Redevance d'occupation temporaire du domaine public communal par des biens meubles et immeubles liés à l'exercice d'un commerce, d'une industrie",,ligne,Redevance d'occupation temporaire du domaine publi
848,40.0,10.0,10.0,49.0,Produit de l'exploitation de terrains agricoles,,ligne,Produit de l'exploitation de terrains agricoles
849,40.0,10.0,10.0,50.0,Recettes des services rémunérés,,ligne,Recettes des services rémunérés
850,40.0,10.0,10.0,51.0,Droit d'équarrissage,,ligne,Droit d'équarrissage
851,40.0,10.0,10.0,52.0,Taxe d'échaudage des porcs et des abats,,ligne,Taxe d'échaudage des porcs et des abats
852,40.0,10.0,10.0,53.0,Fournitures d'armes et munitions,,ligne,Fournitures d'armes et munitions
853,40.0,10.0,10.0,54.0,Taxe sur les visites vétérinaires à l'occasion des abattages exceptionnels,,ligne,Taxe sur les visites vétérinaires à l'occasion des
854,40.0,10.0,10.0,55.0,Taxe d'utilisation de la triperie,,ligne,Taxe d'utilisation de la triperie
855,40.0,10.0,10.0,56.0,Taxe frigorifique,,ligne,Taxe frigorifique
856,40.0,10.0,10.0,57.0,Taxe de stabulation,,ligne,Taxe de stabulation
857,40.0,10.0,10.0,58.0,Droit de criée,,ligne,Droit de criée
858,40.0,10.0,10.0,59.0,"Redevances sur les recettes des mandataires du marché de gros, des fruits et légumes",,ligne,Redevances sur les recettes des mandataires du mar
859,40.0,10.0,10.0,60.0,Redevances sur les recettes des mandataires des halles aux poissons,,ligne,Redevances sur les recettes des mandataires des ha
860,40.0,10.0,10.0,61.0,Redevances sur les halles aux peaux et cuir,,ligne,Redevances sur les halles aux peaux et cuir
861,40.0,10.0,10.0,62.0,Produit du poids public et taxe de pesage et de mesurage,,ligne,Produit du poids public et taxe de pesage et de me
862,40.0,10.0,10.0,63.0,Produit de l'exploitation du service des eaux,,ligne,Produit de l'exploitation du service des eaux
863,40.0,10.0,10.0,64.0,Produit de l'exploitation du service de distribution de l'énergie électrique,,ligne,Produit de l'exploitation du service de distributi
864,40.0,10.0,10.0,65.0,Taxe sur les viandes foraines,,ligne,Taxe sur les viandes foraines
865,40.0,20.0,20.0,,Transport,,article,Transport
866,40.0,20.0,20.0,10.0,Recettes Fiscales,,ligne,Recettes Fiscales
867,4420.0,40.0,40.0,20.0,Taxe sur les licences de taxis et de cars de transport public de voyageurs,,ligne,Taxe sur les licences de taxis et de cars de trans
868,4410.0,40.0,40.0,20.0,Taxe sur les motocyclettes dont la cylindrée est égale ou supérieure à 125 cm3 125,,ligne,Taxe sur les motocyclettes dont la cylindrée est é
869,40.0,20.0,20.0,15.0,Taxe additionnelle à la taxe spéciale annuelle sur les véhicules automobiles,,ligne,Taxe additionnelle à la taxe spéciale annuelle sur
870,40.0,20.0,20.0,16.0,(Taxe sur le transport public de voyageurs (ca,,ligne,(Taxe sur le transport public de voyageurs (ca
871,40.0,20.0,20.0,20.0,Recettes Patrimoniales,,ligne,Recettes Patrimoniales
872,40.0,20.0,20.0,21.0,Concession pour transport urbain,,ligne,Concession pour transport urbain
873,40.0,20.0,20.0,22.0,Concession pour transport de viandes,,ligne,Concession pour transport de viandes
874,40.0,20.0,20.0,23.0,Concession pour transport de poissons,,ligne,Concession pour transport de poissons
875,40.0,20.0,20.0,24.0,Concession pour l'exploitation des aires et parcs de stationnement,,ligne,Concession pour l'exploitation des aires et parcs 
876,40.0,20.0,20.0,30.0,Recettes des services rémunérés,,ligne,Recettes des services rémunérés
877,40.0,20.0,20.0,31.0,Produit de la gare routière,,ligne,Produit de la gare routière
878,40.0,20.0,20.0,32.0,Produit des garages à vélocipèdes et parc autos,,ligne,Produit des garages à vélocipèdes et parc autos
879,40.0,20.0,20.0,33.0,Droit de stationnement sur les véhicules affectés à un transport public de voyageurs,,ligne,Droit de stationnement sur les véhicules affectés 
880,40.0,20.0,20.0,34.0,Transport de viandes,,ligne,Transport de viandes
881,50.0,,,,DOMAINE DE SOUTIEN,,chapitre,DOMAINE DE SOUTIEN
882,50.0,10.0,10.0,,Produits financiers,,article,Produits financiers
883,50.0,10.0,10.0,10.0,.Produit des intérêts des fonds placés au trésor,,ligne,.Produit des intérêts des fonds placés au trésor
884,50.0,10.0,10.0,20.0,Produit des dividendes,,ligne,Produit des dividendes
885,50.0,20.0,20.0,,Subventions,,article,Subventions
886,50.0,20.0,20.0,10.0,Subvention de l'Etat,,ligne,Subvention de l'Etat
887,50.0,20.0,20.0,20.0,Subventions accordées par des organismes publics,,ligne,Subventions accordées par des organismes publics
888,50.0,20.0,20.0,30.0,Subventions accordées par des personnes morales,,ligne,Subventions accordées par des personnes morales
889,50.0,20.0,20.0,40.0,Autres subventions,,ligne,Autres subventions
890,50.0,30.0,30.0,,Fonds de concours et participations,,article,Fonds de concours et participations
891,50.0,30.0,30.0,10.0,Fonds de concours,,ligne,Fonds de concours
892,50.0,30.0,30.0,20.0,Participations,,ligne,Participations
893,50.0,30.0,30.0,21.0,Participations de l'Etat,,ligne,Participations de l'Etat
894,50.0,30.0,30.0,22.0,Participations des collectivités territoriales,,ligne,Participations des collectivités territoriales
895,50.0,30.0,30.0,23.0,Participations des groupements et les établissements de coopération intercommunale,,ligne,Participations des groupements et les établissemen
896,50.0,30.0,30.0,24.0,Participations des établissements et autres organismes publics,,ligne,Participations des établissements et autres organi
897,50.0,30.0,30.0,25.0,Autes participations,,ligne,Autes participations
898,50.0,40.0,40.0,,Recettes accidentelles,,article,Recettes accidentelles
899,50.0,40.0,40.0,10.0,Dons et legs non grevés de charges,,ligne,Dons et legs non grevés de charges
900,50.0,40.0,40.0,20.0,Avertissements taxés,,ligne,Avertissements taxés
901,50.0,40.0,40.0,30.0,Produit de la sous location d'immeubles loués pour les besoins de service,,ligne,Produit de la sous location d'immeubles loués pour
902,50.0,40.0,40.0,40.0,Recettes imprévues et diverses,,ligne,Recettes imprévues et diverses
903,60.0,,,,DOMAINE DE CONSOLIDATION DE RESULTATS,,chapitre,DOMAINE DE CONSOLIDATION DE RESULTATS
904,60.0,10.0,10.0,,Recettes d'ordre,,article,Recettes d'ordre
905,60.0,10.0,10.0,10.0,Versement de la deuxième partie du budget,,ligne,Versement de la deuxième partie du budget
906,60.0,10.0,10.0,20.0,Remboursement d'annuités d'emprunts garantis,,ligne,Remboursement d'annuités d'emprunts garantis
907,60.0,10.0,10.0,30.0,Recettes pour le compte des collectivités territoriales,,ligne,Recettes pour le compte des collectivités territor
908,60.0,10.0,10.0,40.0,Recettes pour d'autres tiers,,ligne,Recettes pour d'autres tiers
909,10.0,,,,ADMINISTRATION GENERALE,,chapitre,ADMINISTRATION GENERALE
910,10.0,10.0,10.0,10.0,Action du Conseil ou Assemblée,,ligne,Action du Conseil ou Assemblée
911,11.0,10.0,10.0,10.0,Indémnités représentatives de frais,,ligne,Indémnités représentatives de frais
912,1290.0,10.0,10.0,10.0,Indémnités au président et aux conseillers y ayant droit,,ligne,Indémnités au président et aux conseillers y ayant
913,4211.0,10.0,10.0,10.0,Frais de transport du président et des conseillers à l'intérieur du Royaume,,ligne,Frais de transport du président et des conseillers
914,4212.0,10.0,10.0,10.0,Frais de transport du président et des conseillers à l'étranger,,ligne,Frais de transport du président et des conseillers
915,4221.0,10.0,10.0,10.0,Frais de déplacement du président et des conseillers à l'intérieur du Royaume,,ligne,Frais de déplacement du président et des conseille
916,4222.0,10.0,10.0,10.0,Frais de mission du président et des conseillers à l'étranger,,ligne,Frais de mission du président et des conseillers à
917,4930.0,10.0,10.0,10.0,Frais d'assurance des membres,,ligne,Frais d'assurance des membres
918,3910.0,10.0,10.0,10.0,Achat de petit matériel fongible de décoration et de pavoisement,,ligne,Achat de petit matériel fongible de décoration et 
919,4490.0,10.0,10.0,10.0,Location de matériel des fêtes,,ligne,Location de matériel des fêtes
920,3990.0,10.0,10.0,10.0,Achat d'objets d'art ou cadeaux,,ligne,Achat d'objets d'art ou cadeaux
921,4700.0,10.0,10.0,10.0,"Frais d'hebergement, de restauration et de réception",,ligne,"Frais d'hebergement, de restauration et de récepti"
922,4590.0,10.0,10.0,10.0,Frais d'animation artistiques et culturelles,,ligne,Frais d'animation artistiques et culturelles
923,5910.0,10.0,10.0,10.0,Cotisation à,,ligne,Cotisation à
924,4990.0,10.0,10.0,10.0,Abonnement aux bulletins officiels et aux journaux et revues,,ligne,Abonnement aux bulletins officiels et aux journaux
925,4940.0,10.0,10.0,10.0,Abonnement aux agences d'information,,ligne,Abonnement aux agences d'information
926,3520.0,10.0,10.0,10.0,Achat de documentations diverses,,ligne,Achat de documentations diverses
927,4210.0,10.0,10.0,10.0,Frais de transport,,ligne,Frais de transport
928,3510.0,10.0,10.0,10.0,Fournitures et impression,,ligne,Fournitures et impression
929,4550.0,10.0,10.0,10.0,Frais d'honoraires,,ligne,Frais d'honoraires
930,4540.0,10.0,10.0,10.0,Vacations,,ligne,Vacations
931,10.0,20.0,20.0,20.0,Actions liées à la gestion du personnel,,ligne,Actions liées à la gestion du personnel
932,12.0,10.0,10.0,20.0,Rémunérations principales,,ligne,Rémunérations principales
933,1110.0,10.0,10.0,20.0,Traitements et indémnités permanentes du personnel titulaire et assimilés,,ligne,Traitements et indémnités permanentes du personnel
934,1120.0,10.0,10.0,20.0,Salaires et indemnités du personnel temporaire,,ligne,Salaires et indemnités du personnel temporaire
935,1140.0,10.0,10.0,20.0,Salaires des contractuels,,ligne,Salaires des contractuels
936,1190.0,10.0,10.0,20.0,Salaires et traitements des volontaires au service national actif (V.S.N.A.),,ligne,Salaires et traitements des volontaires au service
937,1210.0,10.0,10.0,20.0,Indemnités pour travaux supplémentaires,,ligne,Indemnités pour travaux supplémentaires
938,1220.0,10.0,10.0,20.0,indémnités de caisse,,ligne,indémnités de caisse
939,1230.0,10.0,10.0,20.0,Indemnités pour travaux pénibles et salissants,,ligne,Indemnités pour travaux pénibles et salissants
940,1311.0,10.0,10.0,20.0,Participations patronales à la caisse marocaine de retraite (C.M.R.),,ligne,Participations patronales à la caisse marocaine de
941,1312.0,10.0,10.0,20.0,Participations patronales au régime collectif d'allocation de retraite (R.C.A.R.),,ligne,Participations patronales au régime collectif d'al
942,1320.0,10.0,10.0,20.0,Participations patronales aux organismes de prévoyance sociale (CNOPS),,ligne,Participations patronales aux organismes de prévoy
943,1420.0,10.0,10.0,20.0,Prime de naissance,,ligne,Prime de naissance
944,4930.0,10.0,10.0,20.0,Assurance des fonctionnaires et agents,,ligne,Assurance des fonctionnaires et agents
945,1430.0,10.0,10.0,20.0,Aide exceptionnelle au logement,,ligne,Aide exceptionnelle au logement
946,5810.0,10.0,10.0,20.0,Assistance au titre du pèlerinage aux lieux saints de l'islam,,ligne,Assistance au titre du pèlerinage aux lieux saints
947,3420.0,10.0,10.0,20.0,Habillement des agents y ayant droit,,ligne,Habillement des agents y ayant droit
948,4221.0,10.0,10.0,20.0,Frais de déplacement à l'intérieur du Royaume,,ligne,Frais de déplacement à l'intérieur du Royaume
949,4222.0,10.0,10.0,20.0,Frais de mission à l'étranger,,ligne,Frais de mission à l'étranger
950,4211.0,10.0,10.0,20.0,Frais de transport à l'intérieur du Royaume,,ligne,Frais de transport à l'intérieur du Royaume
951,4220.0,10.0,10.0,20.0,Frais de stage,,ligne,Frais de stage
952,10.0,30.0,30.0,30.0,Actions liées aux autres moyens de fonctionnement,,ligne,Actions liées aux autres moyens de fonctionnement
953,12.0,10.0,10.0,30.0,Location,,ligne,Location
954,4412.0,10.0,10.0,30.0,Location de bâtiments administratifs,,ligne,Location de bâtiments administratifs
955,4413.0,10.0,10.0,30.0,Location de logements,,ligne,Location de logements
956,4411.0,10.0,10.0,30.0,Location de terrains,,ligne,Location de terrains
957,4421.0,10.0,10.0,30.0,Location de matériel de transport et engins,,ligne,Location de matériel de transport et engins
958,4423.0,10.0,10.0,30.0,Location de matériel informatique,,ligne,Location de matériel informatique
959,4111.0,10.0,10.0,30.0,Entretien courant de bâtiments administratifs,,ligne,Entretien courant de bâtiments administratifs
960,4112.0,10.0,10.0,30.0,Entretien courant de logements,,ligne,Entretien courant de logements
961,4133.0,10.0,10.0,30.0,Entretien et réparation courant de matériel informatique,,ligne,Entretien et réparation courant de matériel inform
962,4134.0,10.0,10.0,30.0,Entretien courant de matériel et mobilier de bureau,,ligne,Entretien courant de matériel et mobilier de burea
963,4190.0,10.0,10.0,30.0,"Entretien courant de réseaux téléphoniques, électriques et d'eau",,ligne,"Entretien courant de réseaux téléphoniques, électr"
964,4132.0,10.0,10.0,30.0,Entretien courant de matériel technique,,ligne,Entretien courant de matériel technique
965,3510.0,10.0,10.0,30.0,"Fournitures de bureau, produits d'impression, papeterie et imprimés",,ligne,"Fournitures de bureau, produits d'impression, pape"
966,3530.0,10.0,10.0,30.0,Fournitures pour matériel technique et informatique,,ligne,Fournitures pour matériel technique et informatiqu
967,3590.0,10.0,10.0,30.0,Fournitures et produits de publication,,ligne,Fournitures et produits de publication
968,3310.0,10.0,10.0,30.0,Achat de carburants et lubrifiants,,ligne,Achat de carburants et lubrifiants
969,3710.0,10.0,10.0,30.0,Pièces de rechange et pneumatique pour les véhicules et engins,,ligne,Pièces de rechange et pneumatique pour les véhicul
970,4131.0,10.0,10.0,30.0,Entretien et réparation de véhicules et engins,,ligne,Entretien et réparation de véhicules et engins
971,4930.0,10.0,10.0,30.0,Frais d'assurance de véhicules et engins,,ligne,Frais d'assurance de véhicules et engins
972,2900.0,10.0,10.0,30.0,Taxe spéciale sur les véhicules,,ligne,Taxe spéciale sur les véhicules
973,3210.0,10.0,10.0,30.0,Achat de produits bruts des carrières,,ligne,Achat de produits bruts des carrières
974,3220.0,10.0,10.0,30.0,"Achat de ciment, trottoirs et carreaux",,ligne,"Achat de ciment, trottoirs et carreaux"
975,3230.0,10.0,10.0,30.0,Achat de bois,,ligne,Achat de bois
976,3240.0,10.0,10.0,30.0,"Achat de produits de feronnerie, regards et buses",,ligne,"Achat de produits de feronnerie, regards et buses"
977,3250.0,10.0,10.0,30.0,Achat de vitrerie,,ligne,Achat de vitrerie
978,3260.0,10.0,10.0,30.0,Achat de peinture,,ligne,Achat de peinture
979,3270.0,10.0,10.0,30.0,Achat d'articles sanitaires et de plomberie,,ligne,Achat d'articles sanitaires et de plomberie
980,3280.0,10.0,10.0,30.0,Achat de petit matériel électrique,,ligne,Achat de petit matériel électrique
981,3350.0,10.0,10.0,30.0,Achat de bitume,,ligne,Achat de bitume
982,3290.0,10.0,10.0,30.0,Achat de chaux,,ligne,Achat de chaux
983,3630.0,10.0,10.0,30.0,Achat de produits d'entretien ménager,,ligne,Achat de produits d'entretien ménager
984,3640.0,10.0,10.0,30.0,Achat de produits désinfectants,,ligne,Achat de produits désinfectants
985,3120.0,10.0,10.0,30.0,Frais de fourniture de bétail et harnachement,,ligne,Frais de fourniture de bétail et harnachement
986,3990.0,10.0,10.0,30.0,Achat d'armes et munitions,,ligne,Achat d'armes et munitions
987,3390.0,10.0,10.0,30.0,Achat de graisse,,ligne,Achat de graisse
988,4510.0,10.0,10.0,30.0,Etudes générales,,ligne,Etudes générales
989,4520.0,10.0,10.0,30.0,Frais d'études techniques et d'analyses,,ligne,Frais d'études techniques et d'analyses
990,4550.0,10.0,10.0,30.0,Honoraires,,ligne,Honoraires
991,3320.0,10.0,10.0,30.0,Redevances d'électricité,,ligne,Redevances d'électricité
992,3330.0,10.0,10.0,30.0,Redevances d'eau,,ligne,Redevances d'eau
993,3360.0,10.0,10.0,30.0,Frais de chauffage et produits de chauffage,,ligne,Frais de chauffage et produits de chauffage
994,4300.0,10.0,10.0,30.0,Taxes et redevances de télécommunication,,ligne,Taxes et redevances de télécommunication
995,4340.0,10.0,10.0,30.0,Taxes postales et affranchissement,,ligne,Taxes postales et affranchissement
996,4600.0,10.0,10.0,30.0,"Publicités, Annonces, insertion, frais de publication",,ligne,"Publicités, Annonces, insertion, frais de publicat"
997,10.0,40.0,40.0,40.0,Actions financières liées à la charge de la dette,,ligne,Actions financières liées à la charge de la dette
998,2.0,10.0,10.0,40.0,Intérêts des emprunts,,ligne,Intérêts des emprunts
999,6110.0,10.0,10.0,40.0,Intérêts de l'emprunt n contracté auprès du,,ligne,Intérêts de l'emprunt n contracté auprès du
1000,20.0,,,,DOMAINES DES AFFAIRES SOCIALES,,chapitre,DOMAINES DES AFFAIRES SOCIALES
1001,20.0,10.0,10.0,10.0,Assistance sociale,,ligne,Assistance sociale
1002,64.0,20.0,20.0,10.0,Assistance aux associations et institutions locales,,ligne,Assistance aux associations et institutions locale
1003,5730.0,20.0,20.0,10.0,Subventions aux associations des oeuvres sociales du personnel,,ligne,Subventions aux associations des oeuvres sociales 
1004,5710.0,20.0,20.0,10.0,Subventions aux institutions publiques de bienfaisance,,ligne,Subventions aux institutions publiques de bienfais
1005,9999.0,20.0,20.0,10.0,Participation à l'établissement des œuvres sociales des fonctionnaires des CT,,ligne,Participation à l'établissement des œuvres sociale
1006,5890.0,20.0,20.0,10.0,Frais de transport des malades et des bléssés vers les centres hospitaliers,,ligne,Frais de transport des malades et des bléssés vers
1007,1540.0,20.0,20.0,10.0,Frais de fonctionnement des foyers socioculturels de femme,,ligne,Frais de fonctionnement des foyers socioculturels 
1008,20.0,20.0,20.0,20.0,Concours aux sports et loisirs,,ligne,Concours aux sports et loisirs
1009,45.0,20.0,20.0,20.0,Associations et clubs de sports,,ligne,Associations et clubs de sports
1010,5710.0,20.0,20.0,20.0,Allocations aux associations sportives,,ligne,Allocations aux associations sportives
1011,5720.0,20.0,20.0,20.0,Allocations aux clubs sportifs,,ligne,Allocations aux clubs sportifs
1012,3990.0,20.0,20.0,20.0,Achat d'articles de sport,,ligne,Achat d'articles de sport
1013,20.0,30.0,30.0,30.0,Soins de santé de base et d'hygiène,,ligne,Soins de santé de base et d'hygiène
1014,53.0,20.0,20.0,30.0,Produits pharmaceutiques et d'hygiène,,ligne,Produits pharmaceutiques et d'hygiène
1015,9999.0,20.0,20.0,30.0,Achat de produits pharmaceutiques pour les B.M.H. et les centres hospitaliers,,ligne,Achat de produits pharmaceutiques pour les B.M.H. 
1016,3610.0,20.0,20.0,30.0,"Produits d'hygiène pour les B.M.H., centres hospitaliers et dispensaires",,ligne,"Produits d'hygiène pour les B.M.H., centres hospit"
1017,3600.0,20.0,20.0,30.0,Achat de produits pour dératisation,,ligne,Achat de produits pour dératisation
1018,3640.0,20.0,20.0,30.0,Achat de petit matériel pour les B.M.H,,ligne,Achat de petit matériel pour les B.M.H
1019,3990.0,20.0,20.0,30.0,Achat de petit matériel de vaccination,,ligne,Achat de petit matériel de vaccination
1020,20.0,40.0,40.0,40.0,Conservation des centres hospitaliers,,ligne,Conservation des centres hospitaliers
1021,54.0,20.0,20.0,40.0,Fournitures pour les centres hospitaliers et dispensaires,,ligne,Fournitures pour les centres hospitaliers et dispe
1022,3910.0,20.0,20.0,40.0,Achat d'outillage et petit matériel,,ligne,Achat d'outillage et petit matériel
1023,3610.0,20.0,20.0,40.0,Achat de produits de laboratoire,,ligne,Achat de produits de laboratoire
1024,3420.0,20.0,20.0,40.0,Achat d'habillement et de linge,,ligne,Achat d'habillement et de linge
1025,4110.0,20.0,20.0,40.0,Entretien courant des bâtiments des centres hospitaliers,,ligne,Entretien courant des bâtiments des centres hospit
1026,4132.0,20.0,20.0,40.0,Entretien et réparation courant de matériel technique,,ligne,Entretien et réparation courant de matériel techni
1027,4134.0,20.0,20.0,40.0,Entretien et réparation courant du mobilier et matériel de bureau,,ligne,Entretien et réparation courant du mobilier et mat
1028,20.0,50.0,50.0,50.0,Enseignement primaire,,ligne,Enseignement primaire
1029,32.0,20.0,20.0,50.0,Denrées et fournitures consommées,,ligne,Denrées et fournitures consommées
1030,3510.0,20.0,20.0,50.0,Achat de fournitures scolaires,,ligne,Achat de fournitures scolaires
1031,3990.0,20.0,20.0,50.0,Achat de livres remis en prix,,ligne,Achat de livres remis en prix
1032,3110.0,20.0,20.0,50.0,Achat de denrées alimentaires pour les cantines,,ligne,Achat de denrées alimentaires pour les cantines
1033,4134.0,20.0,20.0,50.0,Entretien et réparation courants de matériel et mobilier,,ligne,Entretien et réparation courants de matériel et mo
1034,4111.0,20.0,20.0,50.0,Entretien courant de bâtiments,,ligne,Entretien courant de bâtiments
1035,20.0,60.0,60.0,60.0,Enseignement secondaire,,ligne,Enseignement secondaire
1036,33.0,20.0,20.0,60.0,Denrées et fournitures consommées,,ligne,Denrées et fournitures consommées
1037,3510.0,20.0,20.0,60.0,Achat de fournitures scolaires,,ligne,Achat de fournitures scolaires
1038,3520.0,20.0,20.0,60.0,Achat de livres pour les bibliothèques,,ligne,Achat de livres pour les bibliothèques
1039,3990.0,20.0,20.0,60.0,Achat de livres pour la remise en prix,,ligne,Achat de livres pour la remise en prix
1040,3110.0,20.0,20.0,60.0,Achat de denrées alimentaires pour les internats,,ligne,Achat de denrées alimentaires pour les internats
1041,3420.0,20.0,20.0,60.0,Achat d'habillement et de linge pour les internats,,ligne,Achat d'habillement et de linge pour les internats
1042,3910.0,20.0,20.0,60.0,Achat de petit matériel pour les internats,,ligne,Achat de petit matériel pour les internats
1043,4130.0,20.0,20.0,60.0,Entretien et réparation courants de matériel,,ligne,Entretien et réparation courants de matériel
1044,4111.0,20.0,20.0,60.0,Entretien et réparation courants de bâtiments,,ligne,Entretien et réparation courants de bâtiments
1045,20.0,70.0,70.0,70.0,Formation renforcement des capacités,,ligne,Formation renforcement des capacités
1046,34.0,20.0,20.0,70.0,Centres de formation,,ligne,Centres de formation
1047,4540.0,20.0,20.0,70.0,Frais de formation continue pour les élus,,ligne,Frais de formation continue pour les élus
1048,20.0,80.0,80.0,80.0,Culture et beaux arts,,ligne,Culture et beaux arts
1049,43.0,20.0,20.0,80.0,Bibliothèques,,ligne,Bibliothèques
1050,3520.0,20.0,20.0,80.0,Achat de livres,,ligne,Achat de livres
1051,4134.0,20.0,20.0,80.0,Entretien et réparation courants de matériel et de mobilier,,ligne,Entretien et réparation courants de matériel et de
1052,4110.0,20.0,20.0,80.0,Entretien courant de bâtiments,,ligne,Entretien courant de bâtiments
